graph_dot,graph_g6,executable,method,cr,time,success
graph G {  0; 0 -- 3; 0 -- 4; 1; 1 -- 3; 1 -- 4; 2; 2 -- 3; 2 -- 4; 3; 3 -- 4; 4;},DF{,bin/okp-recognition,sat,1.0,251999.0,True
graph G {  0; 0 -- 3; 0 -- 4; 1; 1 -- 3; 1 -- 4; 2; 2 -- 3; 2 -- 4; 3; 3 -- 4; 4;},DF{,bin/okp-recognition-full,sat,1.0,293727.0,True
graph G {  0; 0 -- 6; 0 -- 7; 0 -- 8; 1; 1 -- 6; 1 -- 7; 1 -- 8; 2; 2 -- 6; 2 -- 7; 2 -- 8; 3; 3 -- 6; 3 -- 7; 3 -- 8; 4; 4 -- 6; 4 -- 7; 4 -- 8; 5; 5 -- 6; 5 -- 7; 5 -- 8; 6; 6 -- 7; 6 -- 8; 7; 7 -- 8; 8;},H??F~~~,bin/okp-recognition,sat,6.0,3766300564.0,True
graph G {  0; 0 -- 6; 0 -- 7; 0 -- 8; 1; 1 -- 6; 1 -- 7; 1 -- 8; 2; 2 -- 6; 2 -- 7; 2 -- 8; 3; 3 -- 6; 3 -- 7; 3 -- 8; 4; 4 -- 6; 4 -- 7; 4 -- 8; 5; 5 -- 6; 5 -- 7; 5 -- 8; 6; 6 -- 7; 6 -- 8; 7; 7 -- 8; 8;},H??F~~~,bin/okp-recognition-full,sat,6.0,3914904651.0,True
graph G {  0; 0 -- 1; 0 -- 2; 0 -- 3; 0 -- 4; 1; 1 -- 2; 1 -- 6; 1 -- 7; 2; 2 -- 5; 2 -- 8; 3; 3 -- 5; 3 -- 6; 3 -- 7; 4; 4 -- 5; 4 -- 6; 4 -- 8; 5; 5 -- 7; 6; 6 -- 8; 7; 7 -- 8; 8;},H{_yqgj,bin/okp-recognition,sat,4.0,2138396002.0,True
graph G {  0; 0 -- 1; 0 -- 2; 0 -- 3; 0 -- 4; 1; 1 -- 2; 1 -- 6; 1 -- 7; 2; 2 -- 5; 2 -- 8; 3; 3 -- 5; 3 -- 6; 3 -- 7; 4; 4 -- 5; 4 -- 6; 4 -- 8; 5; 5 -- 7; 6; 6 -- 8; 7; 7 -- 8; 8;},H{_yqgj,bin/okp-recognition-full,sat,4.0,2222762390.0,True
graph G {  0; 0 -- 1; 0 -- 2; 1; 1 -- 3; 2; 2 -- 4; 3; 3 -- 4; 4;},DqK,bin/okp-recognition,sat,0.0,87289.0,True
graph G {  0; 0 -- 1; 0 -- 2; 1; 1 -- 3; 2; 2 -- 4; 3; 3 -- 4; 4;},DqK,bin/okp-recognition-full,sat,0.0,99359.0,True
graph G {  0; 0 -- 4; 0 -- 5; 0 -- 6; 1; 1 -- 6; 1 -- 7; 1 -- 8; 2; 2 -- 6; 2 -- 7; 2 -- 8; 3; 3 -- 6; 3 -- 7; 3 -- 8; 4; 4 -- 7; 4 -- 8; 5; 5 -- 7; 5 -- 8; 6; 7; 8;},H?aFbx{,bin/okp-recognition,sat,4.0,981397433.0,True
graph G {  0; 0 -- 4; 0 -- 5; 0 -- 6; 1; 1 -- 6; 1 -- 7; 1 -- 8; 2; 2 -- 6; 2 -- 7; 2 -- 8; 3; 3 -- 6; 3 -- 7; 3 -- 8; 4; 4 -- 7; 4 -- 8; 5; 5 -- 7; 5 -- 8; 6; 7; 8;},H?aFbx{,bin/okp-recognition-full,sat,4.0,1036192888.0,True
graph G {  0; 0 -- 1; 0 -- 2; 0 -- 3; 0 -- 4; 0 -- 5; 0 -- 6; 1; 1 -- 2; 1 -- 3; 1 -- 4; 1 -- 7; 1 -- 8; 2; 2 -- 5; 2 -- 6; 2 -- 7; 2 -- 8; 3; 3 -- 5; 3 -- 6; 3 -- 7; 3 -- 8; 4; 4 -- 5; 4 -- 6; 4 -- 7; 4 -- 8; 5; 5 -- 7; 5 -- 8; 6; 6 -- 7; 6 -- 8; 7; 8;},H}q|r|},bin/okp-recognition,sat,,,
